LineId,Content,EventId,EventTemplate
118,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.LeafQueue: assignedContainer application attempt=appattempt_1514189261604_0001_000001 container=Container: [ContainerId: container_1514189261604_0001_01_000265, NodeId: deimos28:35416, NodeHttpAddress: deimos28:8042, Resource: <memory:2048, vCores:1>, Priority: 20, Token: null, ] queue=default: capacity=1.0, absoluteCapacity=1.0, usedResources=<memory:22528, vCores:11>, usedCapacity=0.9166667, absoluteUsedCapacity=0.9166667, numApps=1, numContainers=11 clusterResource=<memory:24576, vCores:12> type=NODE_LOCAL requestedPartition=",P5,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.LeafQueue: assignedContainer application attempt=.* container=.*: [ContainerId: .*, NodeId: .*, NodeHttpAddress: .*, Resource: <memory:.*, vCores:.*>, Priority: .*, Token: null, ] queue=.*: capacity=.*, absoluteCapacity=.*, usedResources=<memory:.*, vCores:.*>, usedCapacity=.*, absoluteUsedCapacity=.*, numApps=.*, numContainers=.* clusterResource=<memory:.*, vCores:.*> type=.* requestedPartition="
119,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.SchedulerNode: Released container container_1514189261604_0001_01_000266 of capacity <memory:2048, vCores:1> on host deimos28:35416, which currently has 3 containers, <memory:6144, vCores:3> used and <memory:2048, vCores:1> available, release resources=true",P7,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.SchedulerNode: Released container .* of capacity <memory:.*, vCores:.*> on host .*, which currently has .* containers, <memory:.*, vCores:.*> used and <memory:.*, vCores:.*> available, release resources=.*"
120,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.LeafQueue: completedContainer container=Container: [ContainerId: container_1514189261604_0001_01_000266, NodeId: deimos28:35416, NodeHttpAddress: deimos28:8042, Resource: <memory:2048, vCores:1>, Priority: 20, Token: Token { kind: ContainerToken, service: 155.230.91.228:35416 }, ] queue=default: capacity=1.0, absoluteCapacity=1.0, usedResources=<memory:22528, vCores:11>, usedCapacity=0.9166667, absoluteUsedCapacity=0.9166667, numApps=1, numContainers=11 cluster=<memory:24576, vCores:12>",P4,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.LeafQueue: completedContainer container=.*: [ContainerId: .*, NodeId: .*, NodeHttpAddress: .*, Resource: <memory:.*, vCores:.*>, Priority: .*, Token: Token { kind: ContainerToken, service: .* }, ] queue=.*: capacity=.*, absoluteCapacity=.*, usedResources=<memory:.*, vCores:.*>, usedCapacity=.*, absoluteUsedCapacity=.*, numApps=.*, numContainers=.* cluster=<memory:.*, vCores:.*>"
121,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.CapacityScheduler: Application attempt appattempt_1514189261604_0001_000001 released container container_1514189261604_0001_01_000266 on node: host: deimos28:35416 #containers=3 available=<memory:2048, vCores:1> used=<memory:6144, vCores:3> with event: FINISHED",P6,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.CapacityScheduler: Application attempt .* released container .* on node: host: .* #containers=.* available=<memory:.*, vCores:.*> used=<memory:.*, vCores:.*> with event: FINISHED"
122,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting completed queue: root.default stats: default: capacity=1.0, absoluteCapacity=1.0, usedResources=<memory:14336, vCores:7>, usedCapacity=0.5833333, absoluteUsedCapacity=0.5833333, numApps=1, numContainers=7",P1,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting .* queue: root.default stats: default: capacity=.*, absoluteCapacity=.*, usedResources=<memory:.*, vCores:.*>, usedCapacity=.*, absoluteUsedCapacity=.*, numApps=.*, numContainers=.*"
123,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting completed queue: root.default stats: default: capacity=1.0, absoluteCapacity=1.0, usedResources=<memory:4096, vCores:2>, usedCapacity=0.16666667, absoluteUsedCapacity=0.16666667, numApps=1, numContainers=2",P1,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting .* queue: root.default stats: default: capacity=.*, absoluteCapacity=.*, usedResources=<memory:.*, vCores:.*>, usedCapacity=.*, absoluteUsedCapacity=.*, numApps=.*, numContainers=.*"
124,"INFO org.apache.hadoop.hdfs.server.datanode.DataNode: Successfully sent block report 0x12b0909e911b7,  containing 1 storage report(s), of which we sent 1. The reports had 538 total blocks and used 1 RPC(s). This took 5 msec to generate and 66 msecs for RPC and NN processing. Got back one command: FinalizeCommand/5.",P13,"INFO org.apache.hadoop.hdfs.server.datanode.DataNode: Successfully sent block report .*, containing .* storage report(s), of which we sent 1. The reports had .* total blocks and used .* RPC(s). This took .* msec to generate and .* msecs for RPC and NN processing. Got back one command: FinalizeCommand/5."
125,"INFO org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /155.230.91.227:36864, dest: /155.230.91.227:50010, bytes: 139985, op: HDFS_WRITE, cliID: DFSClient_NONMAPREDUCE_1805483953_1, offset: 0, srvID: 739f4764-be88-4ed7-9185-754daec776ef, blockid: BP-185116165-155.230.91.226-1512025890710:blk_1073742952_2130, duration: 28313819",P15,"INFO org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: .*, dest: .*, bytes: .*, op: HDFS_WRITE, cliID: .*, offset: .*, srvID: .*, blockid: .*, duration: .*"
126,INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073742943_2121 file /home/james/hadoop-2.7.4/hdfs/data/current/BP-185116165-155.230.91.226-1512025890710/current/finalized/subdir0/subdir4/blk_1073742943 for deletion,P23,INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling .* file .* for deletion
127,INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Deleted BP-185116165-155.230.91.226-1512025890710 blk_1073742943_2121 file /home/james/hadoop-2.7.4/hdfs/data/current/BP-185116165-155.230.91.226-1512025890710/current/finalized/subdir0/subdir4/blk_1073742943,P24,INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Deleted .* file .*
128,WARN org.apache.hadoop.yarn.server.nodemanager.containermanager.AuxServices: The Auxilurary Service named 'mapreduce_shuffle' in the configuration is for class org.apache.hadoop.mapred.ShuffleHandler which has a name of 'httpshuffle'. Because these are not the same tools trying to send ServiceData and read Service Meta Data may have issues unless the refer to the name in the config.,P3,WARN org.apache.hadoop.yarn.server.nodemanager.containermanager.AuxServices: The Auxilurary Service named 'mapreduce_shuffle' in the configuration is for class org.apache.hadoop.mapred.ShuffleHandler which has a name of 'httpshuffle'. Because these are not the same tools trying to send ServiceData and read Service Meta Data may have issues unless the refer to the name in the config.
129,INFO org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl: Memory usage of ProcessTree 11617 for container-id container_1514191148661_0001_01_000073: 78.0 MB of 2 GB physical memory used; 1.7 GB of 4.2 GB virtual memory used,P10,INFO org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl: Memory usage of ProcessTree .* for container-id .*: .* of .* physical memory used; .* of .* virtual memory used
130,INFO org.apache.hadoop.yarn.server.nodemanager.NMAuditLogger: USER=james	IP=155.230.91.227	OPERATION=Stop Container Request	TARGET=ContainerManageImpl	RESULT=SUCCESS	APPID=application_1514191148661_0001	CONTAINERID=container_1514191148661_0001_01_000306,P11,INFO org.apache.hadoop.yarn.server.nodemanager.NMAuditLogger: USER=.* IP=.* OPERATION=.* Container Request TARGET=.* RESULT=.* APPID=.* CONTAINERID=.*
131,INFO org.apache.hadoop.hdfs.server.datanode.DataNode: Setting up storage: nsid=1045414110;bpid=BP-185116165-155.230.91.226-1512025890710;lv=-56;nsInfo=lv=-63;cid=CID-67a9e234-1cae-4dcb-8e24-0e8474f4b685;nsid=1045414110;c=0;bpid=BP-185116165-155.230.91.226-1512025890710;dnuuid=f5b2f78b-0b01-4ac6-b97e-231e7b222f86,P14,INFO org.apache.hadoop.hdfs.server.datanode.DataNode: Setting up storage: nsid=.*;bpid=.*;lv=.*;nsInfo=lv=.*;cid=.*;nsid=.*;c=.*;bpid=.*;dnuuid=.*
132,"WARN org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl: NodeManager configured with 8 G physical memory allocated to containers, which is more than 80% of the total physical memory available (7.8 G). Thrashing might happen.",P2,"WARN org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl: NodeManager configured with .* physical memory allocated to containers, which is more than .* of the total physical memory available (.*). Thrashing might happen."
133,INFO org.apache.hadoop.yarn.server.nodemanager.containermanager.localizer.LocalizedResource: Resource hdfs://deimos26:9000/tmp/hadoop-yarn/staging/james/.staging/job_1514191148661_0001/job.xml(->/tmp/hadoop-james/nm-local-dir/usercache/james/appcache/application_1514191148661_0001/filecache/11/job.xml) transitioned from DOWNLOADING to LOCALIZED,P27,INFO org.apache.hadoop.yarn.server.nodemanager.containermanager.localizer.LocalizedResource: Resource .* transitioned from DOWNLOADING to LOCALIZED
134,INFO org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl: Memory usage of ProcessTree 25430 for container-id container_1514191148661_0001_01_000303: 265.5 MB of 2 GB physical memory used; 1.8 GB of 4.2 GB virtual memory used,P10,INFO org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl: Memory usage of ProcessTree .* for container-id .*: .* of .* physical memory used; .* of .* virtual memory used
135,"INFO org.apache.hadoop.yarn.server.nodemanager.DefaultContainerExecutor: launchContainer: [nice, -n, 0, bash, /tmp/hadoop-james/nm-local-dir/usercache/james/appcache/application_1514191148661_0001/container_1514191148661_0001_01_000315/default_container_executor.sh]",P21,"INFO org.apache.hadoop.yarn.server.nodemanager.DefaultContainerExecutor: launchContainer: [nice, -n, .*, bash, .*]"
136,ERROR org.apache.hadoop.hdfs.server.datanode.DirectoryScanner: dfs.datanode.directoryscan.throttle.limit.ms.per.sec set to value below 1 ms/sec. Assuming default value of 1000,P25,ERROR org.apache.hadoop.hdfs.server.datanode.DirectoryScanner: dfs.datanode.directoryscan.throttle.limit.ms.per.sec set to value below .* ms/sec. Assuming default value of .*
137,"INFO org.apache.hadoop.hdfs.server.datanode.DataNode: Successfully sent block report 0x12a72628ebf2b,  containing 1 storage report(s), of which we sent 1. The reports had 507 total blocks and used 1 RPC(s). This took 4 msec to generate and 23 msecs for RPC and NN processing. Got back one command: FinalizeCommand/5.",P13,"INFO org.apache.hadoop.hdfs.server.datanode.DataNode: Successfully sent block report .*, containing .* storage report(s), of which we sent 1. The reports had .* total blocks and used .* RPC(s). This took .* msec to generate and .* msecs for RPC and NN processing. Got back one command: FinalizeCommand/5."
138,WARN org.apache.hadoop.yarn.server.nodemanager.containermanager.AuxServices: The Auxilurary Service named 'mapreduce_shuffle' in the configuration is for class org.apache.hadoop.mapred.ShuffleHandler which has a name of 'httpshuffle'. Because these are not the same tools trying to send ServiceData and read Service Meta Data may have issues unless the refer to the name in the config.,P3,WARN org.apache.hadoop.yarn.server.nodemanager.containermanager.AuxServices: The Auxilurary Service named 'mapreduce_shuffle' in the configuration is for class org.apache.hadoop.mapred.ShuffleHandler which has a name of 'httpshuffle'. Because these are not the same tools trying to send ServiceData and read Service Meta Data may have issues unless the refer to the name in the config.
139,"WARN org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl: NodeManager configured with 8 G physical memory allocated to containers, which is more than 80% of the total physical memory available (7.8 G). Thrashing might happen.",P2,"WARN org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl: NodeManager configured with .* physical memory allocated to containers, which is more than .* of the total physical memory available (.*). Thrashing might happen."
140,INFO org.apache.hadoop.yarn.server.nodemanager.containermanager.localizer.ResourceLocalizationService: Writing credentials to the nmPrivate file /tmp/hadoop-james/nm-local-dir/nmPrivate/container_1514191148661_0001_01_000009.tokens. Credentials list: ,P20,INFO org.apache.hadoop.yarn.server.nodemanager.containermanager.localizer.ResourceLocalizationService: Writing credentials to the nmPrivate file .* Credentials list:
141,INFO org.apache.hadoop.yarn.server.nodemanager.DefaultContainerExecutor: Copying from /tmp/hadoop-james/nm-local-dir/nmPrivate/container_1514191148661_0001_01_000010.tokens to /tmp/hadoop-james/nm-local-dir/usercache/james/appcache/application_1514191148661_0001/container_1514191148661_0001_01_000010.tokens,P12,INFO org.apache.hadoop.yarn.server.nodemanager.DefaultContainerExecutor: Copying from .* to .*
142,INFO org.apache.hadoop.yarn.server.nodemanager.NMAuditLogger: USER=james	IP=155.230.91.227	OPERATION=Stop Container Request	TARGET=ContainerManageImpl	RESULT=SUCCESS	APPID=application_1514191148661_0001	CONTAINERID=container_1514191148661_0001_01_000191,P11,INFO org.apache.hadoop.yarn.server.nodemanager.NMAuditLogger: USER=.* IP=.* OPERATION=.* Container Request TARGET=.* RESULT=.* APPID=.* CONTAINERID=.*
143,WARN org.apache.hadoop.hdfs.server.common.Util: Path /home/james/hadoop-2.7.4/hdfs/name should be specified as a URI in configuration files. Please update hdfs configuration.,P18,WARN org.apache.hadoop.hdfs.server.common.Util: Path .* should be specified as a URI in configuration files. Please update hdfs configuration.
144,"INFO org.apache.hadoop.hdfs.StateChange: BLOCK* registerDatanode: from DatanodeRegistration(155.230.91.228:50010, datanodeUuid=f5b2f78b-0b01-4ac6-b97e-231e7b222f86, infoPort=50075, infoSecurePort=0, ipcPort=50020, storageInfo=lv=-56;cid=CID-67a9e234-1cae-4dcb-8e24-0e8474f4b685;nsid=1045414110;c=0) storage f5b2f78b-0b01-4ac6-b97e-231e7b222f86",P16,"INFO org.apache.hadoop.hdfs.StateChange: BLOCK* registerDatanode: from DatanodeRegistration(.*, datanodeUuid=.*, infoPort=.*, infoSecurePort=.*, ipcPort=.*, storageInfo=lv=.*;cid=.*;nsid=.*;c=.*) storage .*"
145,"INFO BlockStateChange: BLOCK* processReport 0x12b0909e911b7: from storage DS-8c9519c2-2978-4f4b-94c2-c974e94b944f node DatanodeRegistration(155.230.91.227:50010, datanodeUuid=739f4764-be88-4ed7-9185-754daec776ef, infoPort=50075, infoSecurePort=0, ipcPort=50020, storageInfo=lv=-56;cid=CID-67a9e234-1cae-4dcb-8e24-0e8474f4b685;nsid=1045414110;c=0), blocks: 538, hasStaleStorage: false, processing time: 20 msecs",P29,"INFO BlockStateChange: BLOCK* processReport .*: from storage .* node DatanodeRegistration(.*, datanodeUuid=.*, infoPort=.*, infoSecurePort=.*, ipcPort=.*, storageInfo=lv=.*;cid=.*;nsid=.*;c=.*), blocks: .*, hasStaleStorage: false, processing time: .* msecs"
146,"INFO BlockStateChange: BLOCK* processReport 0x12a72628ebf2b: from storage DS-38949667-c925-4369-bce1-6383ea78fbae node DatanodeRegistration(155.230.91.229:50010, datanodeUuid=f2a4a3d9-cbe6-4687-ab71-97575b443a1e, infoPort=50075, infoSecurePort=0, ipcPort=50020, storageInfo=lv=-56;cid=CID-67a9e234-1cae-4dcb-8e24-0e8474f4b685;nsid=1045414110;c=0), blocks: 507, hasStaleStorage: false, processing time: 4 msecs",P29,"INFO BlockStateChange: BLOCK* processReport .*: from storage .* node DatanodeRegistration(.*, datanodeUuid=.*, infoPort=.*, infoSecurePort=.*, ipcPort=.*, storageInfo=lv=.*;cid=.*;nsid=.*;c=.*), blocks: .*, hasStaleStorage: false, processing time: .* msecs"
147,"INFO org.apache.hadoop.hdfs.StateChange: BLOCK* allocate blk_1073742946_2124{UCState=UNDER_CONSTRUCTION, truncateBlock=null, primaryNodeIndex=-1, replicas=[ReplicaUC[[DISK]DS-38949667-c925-4369-bce1-6383ea78fbae:NORMAL:155.230.91.229:50010|RBW], ReplicaUC[[DISK]DS-1affbaf3-c366-495a-8ef1-9323978258e8:NORMAL:155.230.91.228:50010|RBW], ReplicaUC[[DISK]DS-8c9519c2-2978-4f4b-94c2-c974e94b944f:NORMAL:155.230.91.227:50010|RBW]]} for /tmp/hadoop-yarn/staging/james/.staging/job_1514191148661_0001/job.xml",P28,"INFO org.apache.hadoop.hdfs.StateChange: BLOCK* allocate .*{UCState=.*, truncateBlock=.*, primaryNodeIndex=.*, replicas=.*} for .*"
148,INFO BlockStateChange: BLOCK* addStoredBlock: blockMap updated: 155.230.91.229:50010 is added to blk_1073742944_2122 size 38247,P17,INFO BlockStateChange: BLOCK* addStoredBlock: blockMap updated: .* is added to .* size .*
149,INFO org.apache.hadoop.hdfs.server.namenode.FSEditLog: Number of transactions: 53 Total time for transactions(ms): 4 Number of transactions batched in Syncs: 0 Number of syncs: 35 SyncTimes(ms): 74 ,P22,INFO org.apache.hadoop.hdfs.server.namenode.FSEditLog: Number of transactions: .* Total time for transactions(ms): .* Number of transactions batched in Syncs: .* Number of syncs: .* SyncTimes(ms): .*
150,"INFO org.apache.hadoop.yarn.server.resourcemanager.ResourceTrackerService: NodeManager from node deimos29(cmPort: 33833 httpPort: 8042) registered with capability: <memory:8192, vCores:4>, assigned nodeId deimos29:33833",P9,"INFO org.apache.hadoop.yarn.server.resourcemanager.ResourceTrackerService: NodeManager from node .*(cmPort: .* httpPort: .*) registered with capability: <memory:.*, vCores:.*>, assigned nodeId .*"
151,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.SchedulerNode: Assigned container container_1514191148661_0001_01_000099 of capacity <memory:2048, vCores:1> on host deimos27:35315, which has 4 containers, <memory:8192, vCores:4> used and <memory:0, vCores:0> available after allocation",P8,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.SchedulerNode: Assigned container .* of capacity <memory:.*, vCores:.*> on host .*, which has .* containers, <memory:.*, vCores:.*> used and <memory:.*, vCores:.*> available after allocation"
152,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.LeafQueue: assignedContainer application attempt=appattempt_1514191148661_0001_000001 container=Container: [ContainerId: container_1514191148661_0001_01_000099, NodeId: deimos27:35315, NodeHttpAddress: deimos27:8042, Resource: <memory:2048, vCores:1>, Priority: 20, Token: null, ] queue=default: capacity=1.0, absoluteCapacity=1.0, usedResources=<memory:22528, vCores:11>, usedCapacity=0.9166667, absoluteUsedCapacity=0.9166667, numApps=1, numContainers=11 clusterResource=<memory:24576, vCores:12> type=NODE_LOCAL requestedPartition=",P5,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.LeafQueue: assignedContainer application attempt=.* container=.*: [ContainerId: .*, NodeId: .*, NodeHttpAddress: .*, Resource: <memory:.*, vCores:.*>, Priority: .*, Token: null, ] queue=.*: capacity=.*, absoluteCapacity=.*, usedResources=<memory:.*, vCores:.*>, usedCapacity=.*, absoluteUsedCapacity=.*, numApps=.*, numContainers=.* clusterResource=<memory:.*, vCores:.*> type=.* requestedPartition="
153,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.SchedulerNode: Released container container_1514191148661_0001_01_000101 of capacity <memory:2048, vCores:1> on host deimos27:35315, which currently has 3 containers, <memory:6144, vCores:3> used and <memory:2048, vCores:1> available, release resources=true",P7,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.SchedulerNode: Released container .* of capacity <memory:.*, vCores:.*> on host .*, which currently has .* containers, <memory:.*, vCores:.*> used and <memory:.*, vCores:.*> available, release resources=.*"
154,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.LeafQueue: completedContainer container=Container: [ContainerId: container_1514191148661_0001_01_000101, NodeId: deimos27:35315, NodeHttpAddress: deimos27:8042, Resource: <memory:2048, vCores:1>, Priority: 20, Token: Token { kind: ContainerToken, service: 155.230.91.227:35315 }, ] queue=default: capacity=1.0, absoluteCapacity=1.0, usedResources=<memory:22528, vCores:11>, usedCapacity=0.9166667, absoluteUsedCapacity=0.9166667, numApps=1, numContainers=11 cluster=<memory:24576, vCores:12>",P4,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.LeafQueue: completedContainer container=.*: [ContainerId: .*, NodeId: .*, NodeHttpAddress: .*, Resource: <memory:.*, vCores:.*>, Priority: .*, Token: Token { kind: ContainerToken, service: .* }, ] queue=.*: capacity=.*, absoluteCapacity=.*, usedResources=<memory:.*, vCores:.*>, usedCapacity=.*, absoluteUsedCapacity=.*, numApps=.*, numContainers=.* cluster=<memory:.*, vCores:.*>"
155,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.CapacityScheduler: Application attempt appattempt_1514191148661_0001_000001 released container container_1514191148661_0001_01_000101 on node: host: deimos27:35315 #containers=3 available=<memory:2048, vCores:1> used=<memory:6144, vCores:3> with event: FINISHED",P6,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.CapacityScheduler: Application attempt .* released container .* on node: host: .* #containers=.* available=<memory:.*, vCores:.*> used=<memory:.*, vCores:.*> with event: FINISHED"
156,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.SchedulerNode: Assigned container container_1514191148661_0001_01_000332 of capacity <memory:2048, vCores:1> on host deimos28:33072, which has 4 containers, <memory:8192, vCores:4> used and <memory:0, vCores:0> available after allocation",P8,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.SchedulerNode: Assigned container .* of capacity <memory:.*, vCores:.*> on host .*, which has .* containers, <memory:.*, vCores:.*> used and <memory:.*, vCores:.*> available after allocation"
157,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.LeafQueue: assignedContainer application attempt=appattempt_1514191148661_0001_000001 container=Container: [ContainerId: container_1514191148661_0001_01_000332, NodeId: deimos28:33072, NodeHttpAddress: deimos28:8042, Resource: <memory:2048, vCores:1>, Priority: 20, Token: null, ] queue=default: capacity=1.0, absoluteCapacity=1.0, usedResources=<memory:22528, vCores:11>, usedCapacity=0.9166667, absoluteUsedCapacity=0.9166667, numApps=1, numContainers=11 clusterResource=<memory:24576, vCores:12> type=NODE_LOCAL requestedPartition=",P5,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.LeafQueue: assignedContainer application attempt=.* container=.*: [ContainerId: .*, NodeId: .*, NodeHttpAddress: .*, Resource: <memory:.*, vCores:.*>, Priority: .*, Token: null, ] queue=.*: capacity=.*, absoluteCapacity=.*, usedResources=<memory:.*, vCores:.*>, usedCapacity=.*, absoluteUsedCapacity=.*, numApps=.*, numContainers=.* clusterResource=<memory:.*, vCores:.*> type=.* requestedPartition="
158,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.SchedulerNode: Released container container_1514191148661_0001_01_000333 of capacity <memory:2048, vCores:1> on host deimos29:33833, which currently has 3 containers, <memory:6144, vCores:3> used and <memory:2048, vCores:1> available, release resources=true",P7,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.SchedulerNode: Released container .* of capacity <memory:.*, vCores:.*> on host .*, which currently has .* containers, <memory:.*, vCores:.*> used and <memory:.*, vCores:.*> available, release resources=.*"
159,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.LeafQueue: completedContainer container=Container: [ContainerId: container_1514191148661_0001_01_000333, NodeId: deimos29:33833, NodeHttpAddress: deimos29:8042, Resource: <memory:2048, vCores:1>, Priority: 20, Token: Token { kind: ContainerToken, service: 155.230.91.229:33833 }, ] queue=default: capacity=1.0, absoluteCapacity=1.0, usedResources=<memory:22528, vCores:11>, usedCapacity=0.9166667, absoluteUsedCapacity=0.9166667, numApps=1, numContainers=11 cluster=<memory:24576, vCores:12>",P4,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.LeafQueue: completedContainer container=.*: [ContainerId: .*, NodeId: .*, NodeHttpAddress: .*, Resource: <memory:.*, vCores:.*>, Priority: .*, Token: Token { kind: ContainerToken, service: .* }, ] queue=.*: capacity=.*, absoluteCapacity=.*, usedResources=<memory:.*, vCores:.*>, usedCapacity=.*, absoluteUsedCapacity=.*, numApps=.*, numContainers=.* cluster=<memory:.*, vCores:.*>"
160,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.CapacityScheduler: Application attempt appattempt_1514191148661_0001_000001 released container container_1514191148661_0001_01_000333 on node: host: deimos29:33833 #containers=3 available=<memory:2048, vCores:1> used=<memory:6144, vCores:3> with event: FINISHED",P6,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.CapacityScheduler: Application attempt .* released container .* on node: host: .* #containers=.* available=<memory:.*, vCores:.*> used=<memory:.*, vCores:.*> with event: FINISHED"
161,"INFO org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /155.230.91.228:53472, dest: /155.230.91.227:50010, bytes: 140208, op: HDFS_WRITE, cliID: DFSClient_NONMAPREDUCE_665704939_1, offset: 0, srvID: 739f4764-be88-4ed7-9185-754daec776ef, blockid: BP-185116165-155.230.91.226-1512025890710:blk_1073742957_2135, duration: 76125957",P15,"INFO org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: .*, dest: .*, bytes: .*, op: HDFS_WRITE, cliID: .*, offset: .*, srvID: .*, blockid: .*, duration: .*"
162,INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073742958_2136 file /home/james/hadoop-2.7.4/hdfs/data/current/BP-185116165-155.230.91.226-1512025890710/current/finalized/subdir0/subdir4/blk_1073742958 for deletion,P23,INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling .* file .* for deletion
