LineId,Content,EventId,EventTemplate
14,INFO org.apache.hadoop.yarn.server.nodemanager.DefaultContainerExecutor: Copying from /tmp/hadoop-james/nm-local-dir/nmPrivate/container_1514014057225_0001_01_000011.tokens to /tmp/hadoop-james/nm-local-dir/usercache/james/appcache/application_1514014057225_0001/container_1514014057225_0001_01_000011.tokens,P12,INFO org.apache.hadoop.yarn.server.nodemanager.DefaultContainerExecutor: Copying from .* to .*
15,"INFO org.apache.hadoop.yarn.server.nodemanager.DefaultContainerExecutor: launchContainer: [nice, -n, 0, bash, /tmp/hadoop-james/nm-local-dir/usercache/james/appcache/application_1514014057225_0001/container_1514014057225_0001_01_000010/default_container_executor.sh]",P21,"INFO org.apache.hadoop.yarn.server.nodemanager.DefaultContainerExecutor: launchContainer: [nice, -n, .*, bash, .*]"
16,INFO org.apache.hadoop.hdfs.server.datanode.DataNode: Setting up storage: nsid=1045414110;bpid=BP-185116165-155.230.91.226-1512025890710;lv=-56;nsInfo=lv=-63;cid=CID-67a9e234-1cae-4dcb-8e24-0e8474f4b685;nsid=1045414110;c=0;bpid=BP-185116165-155.230.91.226-1512025890710;dnuuid=f5b2f78b-0b01-4ac6-b97e-231e7b222f86,P14,INFO org.apache.hadoop.hdfs.server.datanode.DataNode: Setting up storage: nsid=.*;bpid=.*;lv=.*;nsInfo=lv=.*;cid=.*;nsid=.*;c=.*;bpid=.*;dnuuid=.*
17,ERROR org.apache.hadoop.hdfs.server.datanode.DirectoryScanner: dfs.datanode.directoryscan.throttle.limit.ms.per.sec set to value below 1 ms/sec. Assuming default value of 1000,P25,ERROR org.apache.hadoop.hdfs.server.datanode.DirectoryScanner: dfs.datanode.directoryscan.throttle.limit.ms.per.sec set to value below .* ms/sec. Assuming default value of .*
18,WARN org.apache.hadoop.yarn.server.nodemanager.containermanager.AuxServices: The Auxilurary Service named 'mapreduce_shuffle' in the configuration is for class org.apache.hadoop.mapred.ShuffleHandler which has a name of 'httpshuffle'. Because these are not the same tools trying to send ServiceData and read Service Meta Data may have issues unless the refer to the name in the config.,P3,WARN org.apache.hadoop.yarn.server.nodemanager.containermanager.AuxServices: The Auxilurary Service named 'mapreduce_shuffle' in the configuration is for class org.apache.hadoop.mapred.ShuffleHandler which has a name of 'httpshuffle'. Because these are not the same tools trying to send ServiceData and read Service Meta Data may have issues unless the refer to the name in the config.
19,INFO org.apache.hadoop.yarn.server.nodemanager.containermanager.localizer.ResourceLocalizationService: Writing credentials to the nmPrivate file /tmp/hadoop-james/nm-local-dir/nmPrivate/container_1514014057225_0001_01_000018.tokens. Credentials list: ,P20,INFO org.apache.hadoop.yarn.server.nodemanager.containermanager.localizer.ResourceLocalizationService: Writing credentials to the nmPrivate file .* Credentials list:
20,INFO org.apache.hadoop.yarn.server.nodemanager.DefaultContainerExecutor: Copying from /tmp/hadoop-james/nm-local-dir/nmPrivate/container_1514014057225_0001_01_000021.tokens to /tmp/hadoop-james/nm-local-dir/usercache/james/appcache/application_1514014057225_0001/container_1514014057225_0001_01_000021.tokens,P12,INFO org.apache.hadoop.yarn.server.nodemanager.DefaultContainerExecutor: Copying from .* to .*
21,INFO org.apache.hadoop.hdfs.server.datanode.DataNode: Setting up storage: nsid=1045414110;bpid=BP-185116165-155.230.91.226-1512025890710;lv=-56;nsInfo=lv=-63;cid=CID-67a9e234-1cae-4dcb-8e24-0e8474f4b685;nsid=1045414110;c=0;bpid=BP-185116165-155.230.91.226-1512025890710;dnuuid=f2a4a3d9-cbe6-4687-ab71-97575b443a1e,P14,INFO org.apache.hadoop.hdfs.server.datanode.DataNode: Setting up storage: nsid=.*;bpid=.*;lv=.*;nsInfo=lv=.*;cid=.*;nsid=.*;c=.*;bpid=.*;dnuuid=.*
22,"INFO org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /155.230.91.228:58606, dest: /155.230.91.229:50010, bytes: 3635, op: HDFS_WRITE, cliID: DFSClient_attempt_1514014057225_0001_r_000000_0_920314752_1, offset: 0, srvID: f2a4a3d9-cbe6-4687-ab71-97575b443a1e, blockid: BP-185116165-155.230.91.226-1512025890710:blk_1073742397_1573, duration: 34835530",P15,"INFO org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: .*, dest: .*, bytes: .*, op: HDFS_WRITE, cliID: .*, offset: .*, srvID: .*, blockid: .*, duration: .*"
23,WARN org.apache.hadoop.hdfs.server.common.Util: Path /home/james/hadoop-2.7.4/hdfs/name should be specified as a URI in configuration files. Please update hdfs configuration.,P18,WARN org.apache.hadoop.hdfs.server.common.Util: Path .* should be specified as a URI in configuration files. Please update hdfs configuration.
24,WARN org.apache.hadoop.hdfs.server.common.Util: Path /home/james/hadoop-2.7.4/hdfs/name should be specified as a URI in configuration files. Please update hdfs configuration.,P18,WARN org.apache.hadoop.hdfs.server.common.Util: Path .* should be specified as a URI in configuration files. Please update hdfs configuration.
25,"INFO org.apache.hadoop.hdfs.StateChange: BLOCK* registerDatanode: from DatanodeRegistration(155.230.91.227:50010, datanodeUuid=739f4764-be88-4ed7-9185-754daec776ef, infoPort=50075, infoSecurePort=0, ipcPort=50020, storageInfo=lv=-56;cid=CID-67a9e234-1cae-4dcb-8e24-0e8474f4b685;nsid=1045414110;c=0) storage 739f4764-be88-4ed7-9185-754daec776ef",P16,"INFO org.apache.hadoop.hdfs.StateChange: BLOCK* registerDatanode: from DatanodeRegistration(.*, datanodeUuid=.*, infoPort=.*, infoSecurePort=.*, ipcPort=.*, storageInfo=lv=.*;cid=.*;nsid=.*;c=.*) storage .*"
26,"INFO BlockStateChange: BLOCK* processReport 0x89f8b6e8ee27: from storage DS-8c9519c2-2978-4f4b-94c2-c974e94b944f node DatanodeRegistration(155.230.91.227:50010, datanodeUuid=739f4764-be88-4ed7-9185-754daec776ef, infoPort=50075, infoSecurePort=0, ipcPort=50020, storageInfo=lv=-56;cid=CID-67a9e234-1cae-4dcb-8e24-0e8474f4b685;nsid=1045414110;c=0), blocks: 149, hasStaleStorage: false, processing time: 9 msecs",P29,"INFO BlockStateChange: BLOCK* processReport .*: from storage .* node DatanodeRegistration(.*, datanodeUuid=.*, infoPort=.*, infoSecurePort=.*, ipcPort=.*, storageInfo=lv=.*;cid=.*;nsid=.*;c=.*), blocks: .*, hasStaleStorage: false, processing time: .* msecs"
27,"INFO org.apache.hadoop.hdfs.StateChange: BLOCK* registerDatanode: from DatanodeRegistration(155.230.91.228:50010, datanodeUuid=f5b2f78b-0b01-4ac6-b97e-231e7b222f86, infoPort=50075, infoSecurePort=0, ipcPort=50020, storageInfo=lv=-56;cid=CID-67a9e234-1cae-4dcb-8e24-0e8474f4b685;nsid=1045414110;c=0) storage f5b2f78b-0b01-4ac6-b97e-231e7b222f86",P16,"INFO org.apache.hadoop.hdfs.StateChange: BLOCK* registerDatanode: from DatanodeRegistration(.*, datanodeUuid=.*, infoPort=.*, infoSecurePort=.*, ipcPort=.*, storageInfo=lv=.*;cid=.*;nsid=.*;c=.*) storage .*"
28,"INFO org.apache.hadoop.hdfs.StateChange: BLOCK* registerDatanode: from DatanodeRegistration(155.230.91.229:50010, datanodeUuid=f2a4a3d9-cbe6-4687-ab71-97575b443a1e, infoPort=50075, infoSecurePort=0, ipcPort=50020, storageInfo=lv=-56;cid=CID-67a9e234-1cae-4dcb-8e24-0e8474f4b685;nsid=1045414110;c=0) storage f2a4a3d9-cbe6-4687-ab71-97575b443a1e",P16,"INFO org.apache.hadoop.hdfs.StateChange: BLOCK* registerDatanode: from DatanodeRegistration(.*, datanodeUuid=.*, infoPort=.*, infoSecurePort=.*, ipcPort=.*, storageInfo=lv=.*;cid=.*;nsid=.*;c=.*) storage .*"
29,INFO org.apache.hadoop.hdfs.server.namenode.FSEditLog: Number of transactions: 2 Total time for transactions(ms): 8 Number of transactions batched in Syncs: 0 Number of syncs: 2 SyncTimes(ms): 10 ,P22,INFO org.apache.hadoop.hdfs.server.namenode.FSEditLog: Number of transactions: .* Total time for transactions(ms): .* Number of transactions batched in Syncs: .* Number of syncs: .* SyncTimes(ms): .*
30,"INFO org.apache.hadoop.hdfs.StateChange: BLOCK* allocate blk_1073742391_1567{UCState=UNDER_CONSTRUCTION, truncateBlock=null, primaryNodeIndex=-1, replicas=[ReplicaUC[[DISK]DS-8c9519c2-2978-4f4b-94c2-c974e94b944f:NORMAL:155.230.91.227:50010|RBW], ReplicaUC[[DISK]DS-38949667-c925-4369-bce1-6383ea78fbae:NORMAL:155.230.91.229:50010|RBW], ReplicaUC[[DISK]DS-1affbaf3-c366-495a-8ef1-9323978258e8:NORMAL:155.230.91.228:50010|RBW]]} for /tmp/hadoop-yarn/staging/james/.staging/job_1514014057225_0001/job.jar",P28,"INFO org.apache.hadoop.hdfs.StateChange: BLOCK* allocate .*{UCState=.*, truncateBlock=.*, primaryNodeIndex=.*, replicas=.*} for .*"
31,"INFO BlockStateChange: BLOCK* addStoredBlock: blockMap updated: 155.230.91.227:50010 is added to blk_1073742391_1567{UCState=COMMITTED, truncateBlock=null, primaryNodeIndex=-1, replicas=[ReplicaUC[[DISK]DS-8c9519c2-2978-4f4b-94c2-c974e94b944f:NORMAL:155.230.91.227:50010|RBW], ReplicaUC[[DISK]DS-38949667-c925-4369-bce1-6383ea78fbae:NORMAL:155.230.91.229:50010|RBW], ReplicaUC[[DISK]DS-1affbaf3-c366-495a-8ef1-9323978258e8:NORMAL:155.230.91.228:50010|RBW]]} size 6161",P17,INFO BlockStateChange: BLOCK* addStoredBlock: blockMap updated: .* is added to .* size .*
32,"INFO org.apache.hadoop.hdfs.StateChange: BLOCK* allocate blk_1073742399_1575{UCState=UNDER_CONSTRUCTION, truncateBlock=null, primaryNodeIndex=-1, replicas=[ReplicaUC[[DISK]DS-38949667-c925-4369-bce1-6383ea78fbae:NORMAL:155.230.91.229:50010|RBW], ReplicaUC[[DISK]DS-8c9519c2-2978-4f4b-94c2-c974e94b944f:NORMAL:155.230.91.227:50010|RBW], ReplicaUC[[DISK]DS-1affbaf3-c366-495a-8ef1-9323978258e8:NORMAL:155.230.91.228:50010|RBW]]} for /tmp/hadoop-yarn/staging/history/done_intermediate/james/job_1514014057225_0001-1514014107600-james-DepartureDelayCount-1514014227154-96-1-SUCCEEDED-default-1514014112657.jhist_tmp",P28,"INFO org.apache.hadoop.hdfs.StateChange: BLOCK* allocate .*{UCState=.*, truncateBlock=.*, primaryNodeIndex=.*, replicas=.*} for .*"
33,"INFO BlockStateChange: BLOCK* addStoredBlock: blockMap updated: 155.230.91.227:50010 is added to blk_1073742399_1575{UCState=UNDER_CONSTRUCTION, truncateBlock=null, primaryNodeIndex=-1, replicas=[ReplicaUC[[DISK]DS-38949667-c925-4369-bce1-6383ea78fbae:NORMAL:155.230.91.229:50010|RBW], ReplicaUC[[DISK]DS-8c9519c2-2978-4f4b-94c2-c974e94b944f:NORMAL:155.230.91.227:50010|RBW], ReplicaUC[[DISK]DS-1affbaf3-c366-495a-8ef1-9323978258e8:NORMAL:155.230.91.228:50010|RBW]]} size 0",P17,INFO BlockStateChange: BLOCK* addStoredBlock: blockMap updated: .* is added to .* size .*
34,INFO org.apache.hadoop.yarn.event.AsyncDispatcher: Registering class org.apache.hadoop.yarn.server.resourcemanager.recovery.RMStateStoreEventType for class org.apache.hadoop.yarn.server.resourcemanager.recovery.RMStateStore$ForwardingEventHandler,P32,INFO org.apache.hadoop.yarn.event.AsyncDispatcher: Registering class org.apache.hadoop.yarn.server.resourcemanager.recovery.RMStateStoreEventType for class org.apache.hadoop.yarn.server.resourcemanager.recovery.RMStateStore$ForwardingEventHandler
35,INFO org.apache.hadoop.yarn.event.AsyncDispatcher: Registering class org.apache.hadoop.yarn.server.resourcemanager.rmapp.attempt.RMAppAttemptEventType for class org.apache.hadoop.yarn.server.resourcemanager.ResourceManager$ApplicationAttemptEventDispatcher,P31,INFO org.apache.hadoop.yarn.event.AsyncDispatcher: Registering class org.apache.hadoop.yarn.server.resourcemanager.rmapp.attempt.RMAppAttemptEventType for class org.apache.hadoop.yarn.server.resourcemanager.ResourceManager$ApplicationAttemptEventDispatcher
36,INFO org.apache.hadoop.yarn.event.AsyncDispatcher: Registering class org.apache.hadoop.yarn.nodelabels.event.NodeLabelsStoreEventType for class org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager$ForwardingEventHandler,P36,INFO org.apache.hadoop.yarn.event.AsyncDispatcher: Registering class org.apache.hadoop.yarn.nodelabels.event.NodeLabelsStoreEventType for class org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager$ForwardingEventHandler
37,"INFO org.apache.hadoop.yarn.server.resourcemanager.ResourceTrackerService: NodeManager from node deimos29(cmPort: 45434 httpPort: 8042) registered with capability: <memory:8192, vCores:4>, assigned nodeId deimos29:45434",P9,"INFO org.apache.hadoop.yarn.server.resourcemanager.ResourceTrackerService: NodeManager from node .*(cmPort: .* httpPort: .*) registered with capability: <memory:.*, vCores:.*>, assigned nodeId .*"
38,"INFO org.apache.hadoop.yarn.server.resourcemanager.ResourceTrackerService: NodeManager from node deimos28(cmPort: 38506 httpPort: 8042) registered with capability: <memory:8192, vCores:4>, assigned nodeId deimos28:38506",P9,"INFO org.apache.hadoop.yarn.server.resourcemanager.ResourceTrackerService: NodeManager from node .*(cmPort: .* httpPort: .*) registered with capability: <memory:.*, vCores:.*>, assigned nodeId .*"
39,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.SchedulerNode: Assigned container container_1514014057225_0001_01_000001 of capacity <memory:2048, vCores:1> on host deimos29:45434, which has 1 containers, <memory:2048, vCores:1> used and <memory:6144, vCores:3> available after allocation",P8,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.SchedulerNode: Assigned container .* of capacity <memory:.*, vCores:.*> on host .*, which has .* containers, <memory:.*, vCores:.*> used and <memory:.*, vCores:.*> available after allocation"
40,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.LeafQueue: assignedContainer application attempt=appattempt_1514014057225_0001_000001 container=Container: [ContainerId: container_1514014057225_0001_01_000001, NodeId: deimos29:45434, NodeHttpAddress: deimos29:8042, Resource: <memory:2048, vCores:1>, Priority: 0, Token: null, ] queue=default: capacity=1.0, absoluteCapacity=1.0, usedResources=<memory:0, vCores:0>, usedCapacity=0.0, absoluteUsedCapacity=0.0, numApps=1, numContainers=0 clusterResource=<memory:24576, vCores:12> type=OFF_SWITCH requestedPartition=",P5,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.LeafQueue: assignedContainer application attempt=.* container=.*: [ContainerId: .*, NodeId: .*, NodeHttpAddress: .*, Resource: <memory:.*, vCores:.*>, Priority: .*, Token: null, ] queue=.*: capacity=.*, absoluteCapacity=.*, usedResources=<memory:.*, vCores:.*>, usedCapacity=.*, absoluteUsedCapacity=.*, numApps=.*, numContainers=.* clusterResource=<memory:.*, vCores:.*> type=.* requestedPartition="
41,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting assigned queue: root.default stats: default: capacity=1.0, absoluteCapacity=1.0, usedResources=<memory:2048, vCores:1>, usedCapacity=0.083333336, absoluteUsedCapacity=0.083333336, numApps=1, numContainers=1",P1,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting .* queue: root.default stats: default: capacity=.*, absoluteCapacity=.*, usedResources=<memory:.*, vCores:.*>, usedCapacity=.*, absoluteUsedCapacity=.*, numApps=.*, numContainers=.*"
42,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting assigned queue: root.default stats: default: capacity=1.0, absoluteCapacity=1.0, usedResources=<memory:8192, vCores:7>, usedCapacity=0.33333334, absoluteUsedCapacity=0.33333334, numApps=1, numContainers=7",P1,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting .* queue: root.default stats: default: capacity=.*, absoluteCapacity=.*, usedResources=<memory:.*, vCores:.*>, usedCapacity=.*, absoluteUsedCapacity=.*, numApps=.*, numContainers=.*"
43,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting assigned queue: root.default stats: default: capacity=1.0, absoluteCapacity=1.0, usedResources=<memory:13312, vCores:12>, usedCapacity=0.5416667, absoluteUsedCapacity=0.5416667, numApps=1, numContainers=12",P1,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting .* queue: root.default stats: default: capacity=.*, absoluteCapacity=.*, usedResources=<memory:.*, vCores:.*>, usedCapacity=.*, absoluteUsedCapacity=.*, numApps=.*, numContainers=.*"
44,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting assigned queue: root.default stats: default: capacity=1.0, absoluteCapacity=1.0, usedResources=<memory:18432, vCores:17>, usedCapacity=0.75, absoluteUsedCapacity=0.75, numApps=1, numContainers=17",P1,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting .* queue: root.default stats: default: capacity=.*, absoluteCapacity=.*, usedResources=<memory:.*, vCores:.*>, usedCapacity=.*, absoluteUsedCapacity=.*, numApps=.*, numContainers=.*"
45,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting assigned queue: root.default stats: default: capacity=1.0, absoluteCapacity=1.0, usedResources=<memory:24576, vCores:23>, usedCapacity=1.0, absoluteUsedCapacity=1.0, numApps=1, numContainers=23",P1,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting .* queue: root.default stats: default: capacity=.*, absoluteCapacity=.*, usedResources=<memory:.*, vCores:.*>, usedCapacity=.*, absoluteUsedCapacity=.*, numApps=.*, numContainers=.*"
46,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.SchedulerNode: Released container container_1514014057225_0001_01_000007 of capacity <memory:1024, vCores:1> on host deimos29:45434, which currently has 6 containers, <memory:7168, vCores:6> used and <memory:1024, vCores:-2> available, release resources=true",P7,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.SchedulerNode: Released container .* of capacity <memory:.*, vCores:.*> on host .*, which currently has .* containers, <memory:.*, vCores:.*> used and <memory:.*, vCores:.*> available, release resources=.*"
47,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.LeafQueue: completedContainer container=Container: [ContainerId: container_1514014057225_0001_01_000007, NodeId: deimos29:45434, NodeHttpAddress: deimos29:8042, Resource: <memory:1024, vCores:1>, Priority: 20, Token: Token { kind: ContainerToken, service: 155.230.91.229:45434 }, ] queue=default: capacity=1.0, absoluteCapacity=1.0, usedResources=<memory:23552, vCores:22>, usedCapacity=0.9583333, absoluteUsedCapacity=0.9583333, numApps=1, numContainers=22 cluster=<memory:24576, vCores:12>",P4,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.LeafQueue: completedContainer container=.*: [ContainerId: .*, NodeId: .*, NodeHttpAddress: .*, Resource: <memory:.*, vCores:.*>, Priority: .*, Token: Token { kind: ContainerToken, service: .* }, ] queue=.*: capacity=.*, absoluteCapacity=.*, usedResources=<memory:.*, vCores:.*>, usedCapacity=.*, absoluteUsedCapacity=.*, numApps=.*, numContainers=.* cluster=<memory:.*, vCores:.*>"
48,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting completed queue: root.default stats: default: capacity=1.0, absoluteCapacity=1.0, usedResources=<memory:23552, vCores:22>, usedCapacity=0.9583333, absoluteUsedCapacity=0.9583333, numApps=1, numContainers=22",P1,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting .* queue: root.default stats: default: capacity=.*, absoluteCapacity=.*, usedResources=<memory:.*, vCores:.*>, usedCapacity=.*, absoluteUsedCapacity=.*, numApps=.*, numContainers=.*"
49,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.CapacityScheduler: Application attempt appattempt_1514014057225_0001_000001 released container container_1514014057225_0001_01_000007 on node: host: deimos29:45434 #containers=6 available=<memory:1024, vCores:-2> used=<memory:7168, vCores:6> with event: FINISHED",P6,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.CapacityScheduler: Application attempt .* released container .* on node: host: .* #containers=.* available=<memory:.*, vCores:.*> used=<memory:.*, vCores:.*> with event: FINISHED"
50,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting completed queue: root.default stats: default: capacity=1.0, absoluteCapacity=1.0, usedResources=<memory:18432, vCores:17>, usedCapacity=0.75, absoluteUsedCapacity=0.75, numApps=1, numContainers=17",P1,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting .* queue: root.default stats: default: capacity=.*, absoluteCapacity=.*, usedResources=<memory:.*, vCores:.*>, usedCapacity=.*, absoluteUsedCapacity=.*, numApps=.*, numContainers=.*"
51,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting completed queue: root.default stats: default: capacity=1.0, absoluteCapacity=1.0, usedResources=<memory:12288, vCores:11>, usedCapacity=0.5, absoluteUsedCapacity=0.5, numApps=1, numContainers=11",P1,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting .* queue: root.default stats: default: capacity=.*, absoluteCapacity=.*, usedResources=<memory:.*, vCores:.*>, usedCapacity=.*, absoluteUsedCapacity=.*, numApps=.*, numContainers=.*"
52,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting completed queue: root.default stats: default: capacity=1.0, absoluteCapacity=1.0, usedResources=<memory:7168, vCores:6>, usedCapacity=0.29166666, absoluteUsedCapacity=0.29166666, numApps=1, numContainers=6",P1,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting .* queue: root.default stats: default: capacity=.*, absoluteCapacity=.*, usedResources=<memory:.*, vCores:.*>, usedCapacity=.*, absoluteUsedCapacity=.*, numApps=.*, numContainers=.*"
53,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting completed queue: root.default stats: default: capacity=1.0, absoluteCapacity=1.0, usedResources=<memory:2048, vCores:1>, usedCapacity=0.083333336, absoluteUsedCapacity=0.083333336, numApps=1, numContainers=1",P1,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting .* queue: root.default stats: default: capacity=.*, absoluteCapacity=.*, usedResources=<memory:.*, vCores:.*>, usedCapacity=.*, absoluteUsedCapacity=.*, numApps=.*, numContainers=.*"
54,INFO org.apache.hadoop.hdfs.server.datanode.DataNode: Setting up storage: nsid=1045414110;bpid=BP-185116165-155.230.91.226-1512025890710;lv=-56;nsInfo=lv=-63;cid=CID-67a9e234-1cae-4dcb-8e24-0e8474f4b685;nsid=1045414110;c=0;bpid=BP-185116165-155.230.91.226-1512025890710;dnuuid=739f4764-be88-4ed7-9185-754daec776ef,P14,INFO org.apache.hadoop.hdfs.server.datanode.DataNode: Setting up storage: nsid=.*;bpid=.*;lv=.*;nsInfo=lv=.*;cid=.*;nsid=.*;c=.*;bpid=.*;dnuuid=.*
55,"INFO org.apache.hadoop.hdfs.server.datanode.DataNode: Successfully sent block report 0x8cd6e56d364e,  containing 1 storage report(s), of which we sent 1. The reports had 153 total blocks and used 1 RPC(s). This took 3 msec to generate and 54 msecs for RPC and NN processing. Got back one command: FinalizeCommand/5.",P13,"INFO org.apache.hadoop.hdfs.server.datanode.DataNode: Successfully sent block report .*, containing .* storage report(s), of which we sent 1. The reports had .* total blocks and used .* RPC(s). This took .* msec to generate and .* msecs for RPC and NN processing. Got back one command: FinalizeCommand/5."
56,INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073742397_1573 file /home/james/hadoop-2.7.4/hdfs/data/current/BP-185116165-155.230.91.226-1512025890710/current/finalized/subdir0/subdir2/blk_1073742397 for deletion,P23,INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling .* file .* for deletion
57,INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Deleted BP-185116165-155.230.91.226-1512025890710 blk_1073742397_1573 file /home/james/hadoop-2.7.4/hdfs/data/current/BP-185116165-155.230.91.226-1512025890710/current/finalized/subdir0/subdir2/blk_1073742397,P24,INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Deleted .* file .*
58,INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073742406_1582 file /home/james/hadoop-2.7.4/hdfs/data/current/BP-185116165-155.230.91.226-1512025890710/current/finalized/subdir0/subdir2/blk_1073742406 for deletion,P23,INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling .* file .* for deletion
59,INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Deleted BP-185116165-155.230.91.226-1512025890710 blk_1073742406_1582 file /home/james/hadoop-2.7.4/hdfs/data/current/BP-185116165-155.230.91.226-1512025890710/current/finalized/subdir0/subdir2/blk_1073742406,P24,INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Deleted .* file .*
60,INFO org.apache.hadoop.yarn.server.nodemanager.containermanager.localizer.LocalizedResource: Resource hdfs://deimos26:9000/tmp/hadoop-yarn/staging/james/.staging/job_1514017210663_0001/job.jar transitioned from INIT to DOWNLOADING,P26,INFO org.apache.hadoop.yarn.server.nodemanager.containermanager.localizer.LocalizedResource: Resource .* transitioned from INIT to DOWNLOADING
61,INFO org.apache.hadoop.yarn.server.nodemanager.containermanager.localizer.ResourceLocalizationService: Writing credentials to the nmPrivate file /tmp/hadoop-james/nm-local-dir/nmPrivate/container_1514017210663_0001_01_000022.tokens. Credentials list: ,P20,INFO org.apache.hadoop.yarn.server.nodemanager.containermanager.localizer.ResourceLocalizationService: Writing credentials to the nmPrivate file .* Credentials list:
62,INFO org.apache.hadoop.yarn.server.nodemanager.DefaultContainerExecutor: Copying from /tmp/hadoop-james/nm-local-dir/nmPrivate/container_1514017210663_0001_01_000017.tokens to /tmp/hadoop-james/nm-local-dir/usercache/james/appcache/application_1514017210663_0001/container_1514017210663_0001_01_000017.tokens,P12,INFO org.apache.hadoop.yarn.server.nodemanager.DefaultContainerExecutor: Copying from .* to .*
63,ERROR org.apache.hadoop.hdfs.server.datanode.DirectoryScanner: dfs.datanode.directoryscan.throttle.limit.ms.per.sec set to value below 1 ms/sec. Assuming default value of 1000,P25,ERROR org.apache.hadoop.hdfs.server.datanode.DirectoryScanner: dfs.datanode.directoryscan.throttle.limit.ms.per.sec set to value below .* ms/sec. Assuming default value of .*
64,"INFO org.apache.hadoop.hdfs.server.datanode.DataNode: Successfully sent block report 0x8cd6794e0669,  containing 1 storage report(s), of which we sent 1. The reports had 153 total blocks and used 1 RPC(s). This took 3 msec to generate and 62 msecs for RPC and NN processing. Got back one command: FinalizeCommand/5.",P13,"INFO org.apache.hadoop.hdfs.server.datanode.DataNode: Successfully sent block report .*, containing .* storage report(s), of which we sent 1. The reports had .* total blocks and used .* RPC(s). This took .* msec to generate and .* msecs for RPC and NN processing. Got back one command: FinalizeCommand/5."
